diameter,density,mass,vm,pressure,primary_flow,particle_feed,state,source_file,tracker_id,cluster,proportion_bouncing,proportion_oscillating,proportion_penetrating
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,2,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,3,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,4,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,5,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,6,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,7,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,8,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,9,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,10,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,11,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,12,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,13,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,14,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,15,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,16,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,17,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,18,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,19,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,20,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,21,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,22,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,23,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,24,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,25,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,26,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,27,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,28,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,29,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,30,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,31,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,32,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,33,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,34,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,35,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,36,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,37,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,38,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,39,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,40,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,41,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,42,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,43,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,44,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,45,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,46,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,47,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,48,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,49,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,50,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,51,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,52,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,53,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,54,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,55,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,56,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,57,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,58,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,59,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,60,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,61,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,62,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,63,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,64,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,65,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,66,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,67,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,68,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,69,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,70,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,71,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,72,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,73,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,74,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,75,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,76,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,77,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,78,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,79,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,80,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,81,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,82,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,83,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,84,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,85,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,86,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,87,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,88,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,89,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,90,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,91,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,92,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,93,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,94,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,95,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,96,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,97,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,98,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,99,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,100,89,0.0,0.4,0.6
0.0001,800.0,4.18879e-10,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,101,89,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,102,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,103,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,104,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,105,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,106,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,107,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,108,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,109,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,110,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,111,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,112,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,113,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,114,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,115,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,116,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,117,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,118,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,119,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,120,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,121,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,122,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,123,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,124,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,125,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,126,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,127,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,128,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,129,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,130,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,131,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,132,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,133,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,134,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,135,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,136,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,137,5,0.0,0.4,0.6
0.0002,800.0,3.35103e-09,0.15,6.8,0.2,0.25,oscillating,800kgm3_0.15vm_6.8bar_primaryflow=0.2kgs_particlefeed=0.25kgs.csv,138,5,0.0,0.4,0.6
